Date,Stage,Match,Team,Players,Pick,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,Time,MVP,K,D,A,Gold,Level,Win,Tower,Lord ,Turtle,"Buff
 Biru","Buff 
Merah"
3/31/2024,Regular Season,3,Team SV,Aries,Terizla,Fighter,Mathilda,Support/Assassin,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,17:11,0,1,3,4,8666,15,Win,6,2,1,8,8
3/31/2024,Regular Season,1,Team Max,Layy,Karrie,Marksman,Angela,Support,Purify,Common,Thrill,Master Assassin,Brave Smite,12:26,0,0,0,0,8312,13,Lose,1,0,1,4,4
3/31/2024,Regular Season,1,Team Max,Tyyy,Grock,Tank/Fighter,Natalia,Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,12:26,0,0,2,1,4767,11,Lose,1,0,1,4,4
3/31/2024,Regular Season,1,Team Max,MasterBiiMo,Vexana,Mage,Minotaur,Tank/Support,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,12:26,0,0,3,1,5570,11,Lose,1,0,1,4,4
3/31/2024,Regular Season,1,Team Max,Flick,Fredrinn,Fighter/Tank,Valentina,Mage,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,12:26,0,1,2,0,6178,13,Lose,1,0,1,4,4
3/31/2024,Regular Season,1,Team Max,Renzio,X.Borg,Fighter,Rafaela,Support,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,12:26,0,0,4,0,5862,12,Lose,1,0,1,4,4
3/31/2024,Regular Season,1,CFU Gaming,Xingg,Claude,Marksman,Bruno,Marksman,Purify,Common,Agility,Wilderness Blessing.,Quantum Charge,12:26,0,2,0,7,10718,15,Win,8,1,2,9,6
3/31/2024,Regular Season,1,CFU Gaming,Flamezy,Tigreal,Tank,Ruby,Fighter/Tank,Flicker,Tank,Firmness,Pull Yourself Together,Concussive Blast,12:26,0,1,0,9,6363,12,Win,8,1,2,9,6
3/31/2024,Regular Season,1,CFU Gaming,Zee,Faramis,Support/Mage,Mathilda,Support/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,12:26,1,5,0,5,8366,13,Win,8,1,2,9,6
3/31/2024,Regular Season,1,CFU Gaming,Detective,Barats,Tank/Fighter,Nolan,Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,12:26,0,1,0,9,7916,15,Win,8,1,2,9,6
3/31/2024,Regular Season,1,CFU Gaming,Wadu,Paquito,Fighter/Assassin,Joy,Assassin,Flicker,Fighter,Rupture,Festival of Blood,Lethal Ignition,12:26,0,2,1,5,8817,14,Win,8,1,2,9,6
3/31/2024,Regular Season,2,CFU Gaming,Xingg,Lylia,Mage,X.Borg,Fighter,Flicker,Assassin,Fatal,Weapons Master,Quantum Charge,15:43,0,1,3,4,9517,14,Lose,0,0,1,8,6
3/31/2024,Regular Season,2,CFU Gaming,Flamezy,Ruby,Fighter/Tank,Yu Zhong,Fighter,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,15:43,0,0,3,4,6446,13,Lose,0,0,1,8,6
3/31/2024,Regular Season,2,CFU Gaming,Zee,Vexana,Mage,Nolan,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,15:43,0,2,1,3,7855,13,Lose,0,0,1,8,6
3/31/2024,Regular Season,2,CFU Gaming,Detective,Barats,Tank/Fighter,Johnson,Tank/Support,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,15:43,0,1,3,3,8284,15,Lose,0,0,1,8,6
3/31/2024,Regular Season,2,CFU Gaming,Wadu,Paquito,Fighter/Assassin,Fanny,Assassin,Flicker,Mage,Rupture,Festival of Blood,Lethal Ignition,15:43,0,1,2,0,9141,15,Lose,0,0,1,8,6
3/31/2024,Regular Season,2,Team Max,Layy,Natalia,Assassin,Angela,Support,Purify,Mage,Swift,Tenacity,Weakness Finder,15:43,0,6,0,3,11295,15,Win,7,2,2,8,9
3/31/2024,Regular Season,2,Team Max,Tyyy,Minotaur,Tank/Support,Faramis,Support/Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,15:43,0,1,1,8,7559,14,Win,7,2,2,8,9
3/31/2024,Regular Season,2,Team Max,MasterBiiMo,Luo Yi,Mage,Mathilda,Support/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,15:43,0,1,1,6,8065,14,Win,7,2,2,8,9
3/31/2024,Regular Season,2,Team Max,Flick,Fredrinn,Fighter/Tank,Claude,Marksman,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,15:43,1,2,0,9,10942,15,Win,7,2,2,8,9
3/31/2024,Regular Season,2,Team Max,Renzio,Thamuz,Fighter,Ixia,Marksman,Vengeance,Fighter,Swift,Festival of Blood,Brave Smite,15:43,0,2,3,4,10463,15,Win,7,2,2,8,9
3/31/2024,Regular Season,3,Team Max,Layy,Natan,Marksman,Angela,Support,Purify,Mage,Swift,Tenacity,Weakness Finder,18:04,0,8,0,4,14039,15,Win,9,3,2,8,7
3/31/2024,Regular Season,3,Team Max,Tyyy,Ruby,Fighter/Tank,Minotaur,Tank/Support,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,18:04,0,1,2,14,9109,15,Win,9,3,2,8,7
3/31/2024,Regular Season,3,Team Max,MasterBiiMo,Valentina,Mage,Claude,Marksman,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,18:04,1,5,1,13,9881,15,Win,9,3,2,8,7
3/31/2024,Regular Season,3,Team Max,Flick,Barats,Tank/Fighter,Ixia,Marksman,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,18:04,0,2,2,12,12754,15,Win,9,3,2,8,7
3/31/2024,Regular Season,3,Team Max,Renzio,Paquito,Fighter/Assassin,Karrie,Marksman,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,18:04,0,3,4,4,12095,15,Win,9,3,2,8,7
3/31/2024,Regular Season,3,CFU Gaming,Xingg,Roger,Fighter/Marksman,Yu Zhong,Fighter,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,18:04,0,2,1,4,11992,15,Lose,1,0,0,7,6
3/31/2024,Regular Season,3,CFU Gaming,Flamezy,Tigreal,Tank,Luo Yi,Mage,Flicker,Tank,Firmness,Pull Yourself Together,Concussive Blast,18:04,0,0,7,8,8349,14,Lose,1,0,0,7,6
3/31/2024,Regular Season,3,CFU Gaming,Zee,Faramis,Support/Mage,Nolan,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,18:04,0,1,5,7,8422,14,Lose,1,0,0,7,6
3/31/2024,Regular Season,3,CFU Gaming,Detective,Fredrinn,Fighter/Tank,Joy,Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,18:04,0,4,4,4,9384,15,Lose,1,0,0,7,6
3/31/2024,Regular Season,3,CFU Gaming,Wadu,X.Borg,Fighter,Mathilda,Support/Assassin,Flicker,Tank,Vitality,Festival of Blood,Impure Rage,18:04,0,2,2,5,10610,15,Lose,1,0,0,7,6
3/31/2024,Regular Season,1,PRO Esports,Donut,Leomord,Fighter,Minotaur,Tank/Support,Sprint,Assassin,Rupture,Master Assassin,Impure Rage,20:56,0,2,3,8,13549,15,Lose,7,1,1,14,9
3/31/2024,Regular Season,1,PRO Esports,SAA,Masha,Fighter/Tank,Angela,Support,Sprint,Assassin,Rupture,Master Assassin,Quantum Charge,20:56,0,5,6,0,10968,15,Lose,7,1,1,14,9
3/31/2024,Regular Season,1,PRO Esports,Naja,Vexana,Mage,Arlott,Fighter/Assassin,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,20:56,0,0,0,4,11010,15,Lose,7,1,1,14,9
3/31/2024,Regular Season,1,PRO Esports,Boyet,Harley,Assassin/Mage,Valir,Mage,Retribution,Mage,Inspire,Seasoned Hunter,Impure Rage,20:56,0,2,4,3,12881,15,Lose,7,1,1,14,9
3/31/2024,Regular Season,1,PRO Esports,Tong,Cici,Fighter,Faramis,Support/Mage,Vengeance,Fighter,Inspire,Festival of Blood,Brave Smite,20:56,0,2,3,6,11034,15,Lose,7,1,1,14,9
3/31/2024,Regular Season,1,Team Flash KH,Owl,Karrie,Marksman,Claude,Marksman,Flicker,Common,Swift,Tenacity,Brave Smite,20:56,1,6,3,8,14782,15,Win,8,2,2,9,8
3/31/2024,Regular Season,1,Team Flash KH,D7,Rafaela,Support,Nana,Mage,Flicker,Support,Agility,Wilderness Blessing.,Impure Rage,20:56,0,5,2,10,10957,15,Win,8,2,2,9,8
3/31/2024,Regular Season,1,Team Flash KH,C Cat,Lylia,Mage,Joy,Assassin,Sprint,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,20:56,0,2,2,10,13186,15,Win,8,2,2,9,8
3/31/2024,Regular Season,1,Team Flash KH,Rindo,Fredrinn,Fighter/Tank,Mathilda,Support/Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,20:56,0,1,2,5,10757,15,Win,8,2,2,9,8
3/31/2024,Regular Season,1,Team Flash KH,ATM,X.Borg,Fighter,Nolan,Assassin,Flicker,Tank,Vitality,Festival of Blood,Impure Rage,20:56,0,2,2,6,11912,15,Win,8,2,2,9,8
3/31/2024,Regular Season,2,PRO Esports,Donut,Karrie,Marksman,Minotaur,Tank/Support,Flicker,Fighter,Swift,Festival of Blood,Brave Smite,16:07,0,0,1,1,10690,15,Lose,2,1,1,6,6
3/31/2024,Regular Season,2,PRO Esports,SAA,Ruby,Fighter/Tank,Angela,Support,Flicker,Tank,Agility,Pull Yourself Together,Brave Smite,16:07,0,0,3,1,6199,13,Lose,2,1,1,6,6
3/31/2024,Regular Season,2,PRO Esports,Naja,Vexana,Mage,Kaja,Support/Fighter,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,16:07,0,0,3,1,710,13,Lose,2,1,1,6,6
3/31/2024,Regular Season,2,PRO Esports,Boyet,Johnson,Tank/Support,Tigreal,Tank,Retribution,Mage,Thrill,Seasoned Hunter,Impure Rage,16:07,0,1,2,1,9890,15,Lose,2,1,1,6,6
3/31/2024,Regular Season,2,PRO Esports,Tong,X.Borg,Fighter,Angela,Support,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,16:07,0,1,2,1,7361,13,Lose,2,1,1,6,6
3/31/2024,Regular Season,2,Team Flash KH,Owl,Harith,Mage,Lylia,Mage,Purify,Mage,Inspire,Festival of Blood,Impure Rage,16:07,0,3,0,3,1115,15,Win,8,1,2,10,7
3/31/2024,Regular Season,2,Team Flash KH,D7,Arlott,Fighter/Assassin,Valentina,Mage,Flicker,Tank,Thrill,Wilderness Blessing.,Brave Smite,16:07,0,3,0,7,7748,14,Win,8,1,2,10,7
3/31/2024,Regular Season,2,Team Flash KH,C Cat,Faramis,Support/Mage,Nolan,Assassin,Purify,Mage,Agility,Wilderness Blessing.,Lethal Ignition,16:07,1,2,0,8,10014,15,Win,8,1,2,10,7
3/31/2024,Regular Season,2,Team Flash KH,Rindo,Fredrinn,Fighter/Tank,Pharsa,Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,16:07,0,1,0,9,8996,15,Win,8,1,2,10,7
3/31/2024,Regular Season,2,Team Flash KH,ATM,Cici,Fighter,Minotaur,Tank/Support,Vengeance,Fighter,Agility,Festival of Blood,Brave Smite,16:07,0,2,2,3,9372,15,Win,8,1,2,10,7
4/6/2024,Regular Season,1,CFU Gaming,Xingg,Claude,Marksman,Angela,Support,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,18:26,1,5,0,11,17134,15,Win,9,3,2,11,11
4/6/2024,Regular Season,1,CFU Gaming,Flamezy,Chou,Fighter,Minotaur,Tank/Support,Purify,Tank,Vitality,Pull Yourself Together,Concussive Blast,18:26,0,0,3,16,10228,15,Win,9,3,2,11,11
4/6/2024,Regular Season,1,CFU Gaming,Zee,Luo Yi,Mage,Joy,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,18:26,0,7,2,13,11688,15,Win,9,3,2,11,11
4/6/2024,Regular Season,1,CFU Gaming,Detective,Barats,Tank/Fighter,Fanny,Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,18:26,0,4,2,15,12749,15,Win,9,3,2,11,11
4/6/2024,Regular Season,1,CFU Gaming,Wadu,Masha,Fighter/Tank,Martis,Fighter,Sprint,Assassin,Rupture,Wilderness Blessing.,Quantum Charge,18:26,0,5,6,4,11892,15,Win,9,3,2,11,11
4/6/2024,Regular Season,1,Duck Rice Esport,Kydz,Natalia,Assassin,Roger,Fighter/Marksman,Inspire,Mage,Swift,Bargain Hunter,Weakness Finder,18:26,0,2,5,8,13218,15,Lose,0,0,0,0,0
4/6/2024,Regular Season,1,Duck Rice Esport,KTANK,Ruby,Fighter/Tank,Tigreal,Tank,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,18:26,0,0,3,6,9161,15,Lose,0,0,0,0,0
4/6/2024,Regular Season,1,Duck Rice Esport,NJ,Carmilla,Support/Tank,Fredrinn,Fighter/Tank,Flicker,Support,Inspire,Tenacity,Brave Smite,18:26,0,2,5,10,9103,15,Lose,0,0,0,0,0
4/6/2024,Regular Season,1,Duck Rice Esport,Darkside,Baxia,Tank,Nolan,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,18:26,0,4,3,8,10045,15,Lose,0,0,0,0,0
4/6/2024,Regular Season,1,Duck Rice Esport,Yamikaze,Yu Zhong,Fighter,Mathilda,Support/Assassin,Petrify,Fighter,Agility,Festival of Blood,Quantum Charge,18:26,0,5,5,2,10245,15,Lose,0,0,0,0,0
4/6/2024,Regular Season,2,Duck Rice Esport,Kydz,Karrie,Marksman,X.Borg,Fighter,Purify,Common,Firmness,Master Assassin,Brave Smite,15:02,0,1,0,0,10537,15,Lose,3,1,0,4,6
4/6/2024,Regular Season,2,Duck Rice Esport,KTANK,Grock,Tank/Fighter,Odette,Mage,Flicker,Common,Agility,Wilderness Blessing.,Brave Smite,15:02,0,1,3,3,6814,13,Lose,3,1,0,4,6
4/6/2024,Regular Season,2,Duck Rice Esport,NJ,Faramis,Support/Mage,Novaria,Mage,Purify,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,15:02,0,0,3,5,7844,13,Lose,3,1,0,4,6
4/6/2024,Regular Season,2,Duck Rice Esport,Darkside,Fredrinn,Fighter/Tank,Luo Yi,Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,15:02,0,1,5,4,6578,13,Lose,3,1,0,4,6
4/6/2024,Regular Season,2,Duck Rice Esport,Yamikaze,Masha,Fighter/Tank,Ruby,Fighter/Tank,Sprint,Assassin,Rupture,Master Assassin,Quantum Charge,15:02,0,3,6,1,6963,13,Lose,3,1,0,4,6
4/6/2024,Regular Season,2,CFU Gaming,Xingg,Roger,Fighter/Marksman,Mathilda,Support/Assassin,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,15:02,1,5,0,6,12356,15,Win,9,1,2,9,4
4/6/2024,Regular Season,2,CFU Gaming,Flamezy,Minotaur,Tank/Support,Joy,Assassin,Flicker,Tank,Vitality,Wilderness Blessing.,Concussive Blast,15:02,0,2,2,11,7987,14,Win,9,1,2,9,4
4/6/2024,Regular Season,2,CFU Gaming,Zee,Nana,Mage,Angela,Support,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,15:02,0,3,0,7,8891,14,Win,9,1,2,9,4
4/6/2024,Regular Season,2,CFU Gaming,Detective,Baxia,Tank,Natan,Marksman,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,15:02,0,1,1,8,7753,15,Win,9,1,2,9,4
4/6/2024,Regular Season,2,CFU Gaming,Wadu,Cici,Fighter,Claude,Marksman,Vengeance,Fighter,Inspire,Festival of Blood,Brave Smite,15:02,0,6,3,8,10324,15,Win,9,1,2,9,4
4/6/2024,Regular Season,1,Team SV,SADBOYY,Natan,Marksman,Chip, Support/Tanker,Purify,Mage,Thrill,Bargain Hunter,Weakness Finder,13:46,0,0,3,2,7697,13,Lose,1,0,0,5,5
4/6/2024,Regular Season,1,Team SV,Rapidoot,Masha,Fighter/Tank,Minotaur,Tank/Support,Flicker,Assassin,Rupture,Master Assassin,Lethal Ignition,13:46,0,3,5,0,6759,12,Lose,1,0,0,5,5
4/6/2024,Regular Season,1,Team SV,Krayyy,Valentina,Mage,Roger,Fighter/Marksman,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,13:46,0,0,0,3,6638,12,Lose,1,0,0,5,5
4/6/2024,Regular Season,1,Team SV,Ayzen,Barats,Tank/Fighter,Cici,Fighter,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,13:46,0,0,4,1,6946,13,Lose,1,0,0,5,5
4/6/2024,Regular Season,1,Team SV,Aries,Terizla,Fighter,Ruby,Fighter/Tank,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,13:46,0,1,0,0,6979,13,Lose,1,0,0,5,5
4/6/2024,Regular Season,1,Team Flash KH,Owl,Bruno,Marksman,Grock,Tank/Fighter,Flicker,Assassin,Fatal,Weapons Master,Quantum Charge,13:46,1,5,0,4,12289,15,Win,9,2,3,8,7
4/6/2024,Regular Season,1,Team Flash KH,D7,Arlott,Fighter/Assassin,Baxia,Tank,Flicker,Tank,Thrill,Wilderness Blessing.,Brave Smite,13:46,0,2,1,7,7643,14,Win,9,2,3,8,7
4/6/2024,Regular Season,1,Team Flash KH,C Cat,Faramis,Support/Mage,Angela,Support,Flicker,Mage,Agility,Wilderness Blessing.,Lethal Ignition,13:46,0,3,2,7,9092,14,Win,9,2,3,8,7
4/6/2024,Regular Season,1,Team Flash KH,Rindo,Fredrinn,Fighter/Tank,Nolan,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,13:46,0,1,1,7,8339,15,Win,9,2,3,8,7
4/6/2024,Regular Season,1,Team Flash KH,ATM,X.Borg,Fighter,Mathilda,Support/Assassin,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,13:46,0,1,0,5,8946,15,Win,9,2,3,8,7
4/6/2024,Regular Season,2,Team Flash KH,Owl,Clint,Marksman,Lylia,Mage,Purify,Common,Swift,Master Assassin,Quantum Charge,13:25,0,3,1,1,11084,15,Win,9,2,3,11,10
4/6/2024,Regular Season,2,Team Flash KH,D7,Minotaur,Tank/Support,Valentina,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,13:25,1,1,0,12,7346,13,Win,9,2,3,11,10
4/6/2024,Regular Season,2,Team Flash KH,C Cat,Faramis,Support/Mage,Joy,Assassin,Flicker,Mage,Agility,Wilderness Blessing.,Lethal Ignition,13:25,0,4,0,9,9925,15,Win,9,2,3,11,10
4/6/2024,Regular Season,2,Team Flash KH,Rindo,Fredrinn,Fighter/Tank,Arlott,Fighter/Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,13:25,0,4,0,7,9575,15,Win,9,2,3,11,10
4/6/2024,Regular Season,2,Team Flash KH,ATM,Masha,Fighter/Tank,Angela,Support,Sprint,Assassin,Thrill,Wilderness Blessing.,Quantum Charge,13:25,0,1,1,2,7760,13,Win,9,2,3,11,10
4/6/2024,Regular Season,2,Team SV,SADBOYY,Paquito,Fighter/Assassin,Mathilda,Support/Assassin,Flicker,Assassin,Rupture,Master Assassin,Lethal Ignition,13:25,0,0,1,0,6275,11,Lose,2,0,0,3,2
4/6/2024,Regular Season,2,Team SV,Rapidoot,Rafaela,Support,Chip, Support/Tanker,Flicker,Support,Agility,Tenacity,Impure Rage,13:25,0,0,5,2,5468,11,Lose,2,0,0,3,2
4/6/2024,Regular Season,2,Team SV,Krayyy,Barats,Tank/Fighter,Nolan,Assassin,Flicker,Common,Vitality,Wilderness Blessing.,Concussive Blast,13:25,0,0,4,1,6361,12,Lose,2,0,0,3,2
4/6/2024,Regular Season,2,Team SV,Ayzen,Natan,Marksman,Roger,Fighter/Marksman,Retribution,Mage,Thrill,Seasoned Hunter,Weakness Finder,13:25,0,2,2,0,8051,13,Lose,2,0,0,3,2
4/6/2024,Regular Season,2,Team SV,Aries,X.Borg,Fighter,Dyrroth,Fighter,Flicker,Tank,Vitality,Festival of Blood,Impure Rage,13:25,0,0,1,2,7251,12,Lose,2,0,0,3,2
4/6/2024,Regular Season,1,Team Max,Layy,Roger,Fighter/Marksman,Angela,Support,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,11:32,0,0,2,4,7562,12,Lose,1,0,1,5,3
4/6/2024,Regular Season,1,Team Max,Tyyy,Chip, Support/Tanker,X.Borg,Fighter,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,11:32,0,0,5,3,4710,10,Lose,1,0,1,5,3
4/6/2024,Regular Season,1,Team Max,MasterBiiMo,Valentina,Mage,Minotaur,Tank/Support,Purify,Mage,Agility,Wilderness Blessing.,Impure Rage,11:32,0,1,1,3,5514,11,Lose,1,0,1,5,3
4/6/2024,Regular Season,1,Team Max,Flick,Joy,Assassin,Kaja,Support/Fighter,Retribution,Mage,Thrill,Seasoned Hunter,Lethal Ignition,11:32,0,4,3,0,7576,13,Lose,1,0,1,5,3
4/6/2024,Regular Season,1,Team Max,Renzio,Thamuz,Fighter,Arlott,Fighter/Assassin,Vengeance,Fighter,Swift,Master Assassin,Brave Smite,11:32,0,0,3,3,5903,11,Lose,1,0,1,5,3
4/6/2024,Regular Season,1,"See You Soon",Hesa,Claude,Marksman,Cici,Fighter,Sprint,Common,Swift,Tenacity,Brave Smite,11:32,0,0,1,10,8549,13,Win,7,1,2,7,8
4/6/2024,Regular Season,1,"See You Soon",BoxiTheKing,Chou,Fighter,Faramis,Support/Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,11:32,0,1,1,9,5779,11,Win,7,1,2,7,8
4/6/2024,Regular Season,1,"See You Soon",Raa,Novaria,Mage,Nolan,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,11:32,1,5,0,9,8186,13,Win,7,1,2,7,8
4/6/2024,Regular Season,1,"See You Soon",MPTheKing,Barats,Tank/Fighter,Masha,Fighter/Tank,Retribution,Common,Thrill,Seasoned Hunter,Concussive Blast,11:32,0,4,2,6,8737,15,Win,7,1,2,7,8
4/6/2024,Regular Season,1,"See You Soon",SryImFelix,Yu Zhong,Fighter,Mathilda,Support/Assassin,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,11:32,0,4,1,7,7797,12,Win,7,1,2,7,8
4/6/2024,Regular Season,2,"See You Soon",Hesa,Claude,Marksman,Vexana,Mage,Purify,Common,Swift,Tenacity,Brave Smite,13:54,0,2,0,6,10436,15,Win,1,0,1,5,3
4/6/2024,Regular Season,2,"See You Soon",BoxiTheKing,Tigreal,Tank,Faramis,Support/Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,13:54,0,1,1,5,6896,12,Win,1,0,1,5,3
4/6/2024,Regular Season,2,"See You Soon",Raa,Novaria,Mage,Fanny,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,13:54,0,1,0,8,8362,14,Win,1,0,1,5,3
4/6/2024,Regular Season,2,"See You Soon",MPTheKing,Barats,Tank/Fighter,Masha,Fighter/Tank,Retribution,Common,Thrill,Seasoned Hunter,Concussive Blast,13:54,0,2,1,7,9954,15,Win,1,0,1,5,3
4/6/2024,Regular Season,2,"See You Soon",SryImFelix,Lapu-Lapu,Fighter,X.Borg,Fighter,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,13:54,1,6,1,4,9735,15,Win,1,0,1,5,3
4/6/2024,Regular Season,2,Team Max,Layy,Brody,Marksman,Nolan,Assassin,Flicker,Assassin,Rupture,Master Assassin,Quantum Charge,13:54,0,2,2,1,8329,13,Lose,7,1,2,7,8
4/6/2024,Regular Season,2,Team Max,Tyyy,Ruby,Fighter/Tank,Mathilda,Support/Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,13:54,0,0,4,1,5620,11,Lose,7,1,2,7,8
4/6/2024,Regular Season,2,Team Max,MasterBiiMo,Lylia,Mage,Angela,Support,Purify,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,13:54,0,0,1,1,7406,13,Lose,7,1,2,7,8
4/6/2024,Regular Season,2,Team Max,Flick,Fredrinn,Fighter/Tank,Yu Zhong,Fighter,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,13:54,0,1,2,1,7382,14,Lose,7,1,2,7,8
4/6/2024,Regular Season,2,Team Max,Renzio,Cici,Fighter,Minotaur,Tank/Support,Vengeance,Fighter,Agility,Festival of Blood,Brave Smite,13:54,0,0,3,2,7693,13,Lose,7,1,2,7,8
4/7/2024,Regular Season,1,PRO Esports,Donut,Claude,Marksman,Minotaur,Tank/Support,Flicker,Common,Swift,Tenacity,Brave Smite,27:45,0,9,3,5,20778,15,Win,8,2,0,16,12
4/7/2024,Regular Season,1,PRO Esports,SAA,Chip, Support/Tanker,X.Borg,Fighter,Flicker,Tank,Agility,Wilderness Blessing.,Concussive Blast,27:45,0,0,7,16,12972,15,Win,8,2,0,16,12
4/7/2024,Regular Season,1,PRO Esports,Naja,Novaria,Mage,Mathilda,Support/Assassin,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,27:45,1,4,0,12,17830,15,Win,8,2,0,16,12
4/7/2024,Regular Season,1,PRO Esports,Boyet,Fredrinn,Fighter/Tank,Grock,Tank/Fighter,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,27:45,0,1,7,11,14525,15,Win,8,2,0,16,12
4/7/2024,Regular Season,1,PRO Esports,Tong,Cici,Fighter,Angela,Support,Vengeance,Fighter,Inspire,Festival of Blood,Brave Smite,27:45,0,6,5,13,17265,15,Win,8,2,0,16,12
4/7/2024,Regular Season,1,DRoar Legends,Wickyy,Karrie,Marksman,Vexana,Mage,Flicker,Common,Swift,Master Assassin,Brave Smite,27:45,0,3,4,12,18051,15,Lose,8,3,3,7,10
4/7/2024,Regular Season,1,DRoar Legends,CADENZA,Arlott,Fighter/Assassin,Faramis,Support/Mage,Flicker,Common,Thrill,Wilderness Blessing.,Brave Smite,27:45,0,2,4,11,14076,15,Lose,8,3,3,7,10
4/7/2024,Regular Season,1,DRoar Legends,Aykii,Valentina,Mage,Joy,Assassin,Purify,Mage,Rupture,Wilderness Blessing.,Impure Rage,27:45,0,4,4,10,16541,15,Lose,8,3,3,7,10
4/7/2024,Regular Season,1,DRoar Legends,Linnn,Baxia,Tank,Nolan,Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,27:45,0,6,2,11,15693,15,Lose,8,3,3,7,10
4/7/2024,Regular Season,1,DRoar Legends,SHADOW,Yu Zhong,Fighter,Masha,Fighter/Tank,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,27:45,0,7,6,9,14270,15,Lose,8,3,3,7,10
4/7/2024,Regular Season,2,DRoar Legends,Wickyy,Claude,Marksman,Bruno,Marksman,Purify,Common,Swift,Tenacity,Brave Smite,15:23,1,2,0,5,12106,15,Win,8,2,2,9,9
4/7/2024,Regular Season,2,DRoar Legends,CADENZA,Minotaur,Tank/Support,Karrie,Marksman,Flicker,Tank,Vitality,Wilderness Blessing.,Concussive Blast,15:23,0,1,1,7,7308,14,Win,8,2,2,9,9
4/7/2024,Regular Season,2,DRoar Legends,Aykii,Valentina,Mage,Nolan,Assassin,Purify,Mage,Rupture,Wilderness Blessing.,Impure Rage,15:23,0,1,0,4,9233,15,Win,8,2,2,9,9
4/7/2024,Regular Season,2,DRoar Legends,Linnn,Joy,Assassin,Chip, Support/Tanker,Retribution,Mage,Rupture,Seasoned Hunter,Impure Rage,15:23,0,5,0,1,13315,15,Win,8,2,2,9,9
